Código Región,Nombre Región,Pertenencia al SNSS,Tipo Establecimiento (Unidad),Ámbito de Funcionamiento,Nombre Oficial,Dependencia Administrativa,Nivel de Atención,Código Comuna,Nombre Comuna,Tiene Servicio de Urgencia,Tipo de Urgencia ,Clasificación Tipo de SAPU,LATITUD [Grados decimales],LONGITUD [Grados decimales],Tipo de Prestador Sistema de Salud,Estado de Funcionamiento,Nivel de Complejidad,Tipo de Atención 
11,Región De Aysén del General Carlos Ibañez del Campo,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,Policlínico del Trabajador Coyhaique,Privado,Secundario,11101,Coyhaique,NO,No Aplica,No Aplica,-45.580609,-72.073614,Privado,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
11,Región De Aysén del General Carlos Ibañez del Campo,Perteneciente al Sistema Nacional de Servicios de Salud,Servicio de Atención Primaria de Urgencia (SAPU),Establecimiento de Salud,SAPU Dr. Alejandro Gutiérrez,Servicio de Salud,Primario,11101,Coyhaique,SI,Urgencia Ambulatoria (SAPU),Corto,-45.579991,-72.046529,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
11,Región De Aysén del General Carlos Ibañez del Campo,Perteneciente al Sistema Nacional de Servicios de Salud,Consultorio General Urbano  (CGU),Establecimiento de Salud,Consultorio Alejandro Gutiérrez,Servicio de Salud,Primario,11101,Coyhaique,NO,No Aplica,No Aplica,-45.57986,-72.04638,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
11,Región De Aysén del General Carlos Ibañez del Campo,Perteneciente al Sistema Nacional de Servicios de Salud,Centro Comunitario de Salud Mental  (COSAM),Unidad de Atención,COSAM Coyhaique,Servicio de Salud,Secundario,11101,Coyhaique,NO,No Aplica,No Aplica,-45.578087,-72.055291,Público ,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
11,Región De Aysén del General Carlos Ibañez del Campo,Perteneciente al Sistema Nacional de Servicios de Salud,Centro Comunitario de Salud Familiar (CECOSF),Establecimiento de Salud,Centro Comunitario de Salud Familiar Alejandro Gutierrez,Servicio de Salud,Primario,11101,Coyhaique,NO,No Aplica,No Aplica,-45.57408,-72.07655,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
11,Región De Aysén del General Carlos Ibañez del Campo,No perteneciente al Sistema Nacional de Servicios de Salud,Vacunatorio,Establecimiento de Salud,Vacunatorio - Clínica Bilbao,Privado,Primario,11101,Coyhaique,NO,No Aplica,No Aplica,-45.573014,-72.06877,Privado,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
11,Región De Aysén del General Carlos Ibañez del Campo,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,Centro Médico y Dental Clínica Bilbao,Privado,No Aplica,11101,Coyhaique,NO,No Aplica,No Aplica,-45.573005,-72.068789,Privado,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
11,Región De Aysén del General Carlos Ibañez del Campo,No perteneciente al Sistema Nacional de Servicios de Salud,Laboratorio Clínico,Establecimiento de Salud,Laboratorio Clínico Diagnóstico Análisis Coyhaique,Privado,No Aplica,11101,Coyhaique,NO,No Aplica,No Aplica,-45.57109,-72.064617,Privado,Vigente en operación habitual,No Aplica,No Aplica
11,Región De Aysén del General Carlos Ibañez del Campo,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,Centro de Salud Mutual CChC Coyhaique,Privado,Secundario,11101,Coyhaique,NO,No Aplica,No Aplica,-45.571075,-72.064675,Privado,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
11,Región De Aysén del General Carlos Ibañez del Campo,No perteneciente al Sistema Nacional de Servicios de Salud,Laboratorio Clínico,Establecimiento de Salud,Laboratorio Clínico Thomas Ltda.,Privado,No Aplica,11101,Coyhaique,NO,No Aplica,No Aplica,-45.570648,-72.066873,Privado,Vigente en operación habitual,No Aplica,No Aplica
11,Región De Aysén del General Carlos Ibañez del Campo,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,Centro Médico y Dental XI Zona Aysén del General Carlos Ibáñez del Campo,Fuerzas Armadas y de Orden (FFAA),No Aplica,11101,Coyhaique,NO,No Aplica,No Aplica,-45.569792,-72.063939,Fuerzas Armadas y de Orden,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
11,Región De Aysén del General Carlos Ibañez del Campo,No perteneciente al Sistema Nacional de Servicios de Salud,Vacunatorio,Establecimiento de Salud,Servicios de Enfermería y Salud Camila Barrueto,Privado,Primario,11101,Coyhaique,NO,No Aplica,No Aplica,-45.568717,-72.0674,Privado,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
11,Región De Aysén del General Carlos Ibañez del Campo,Perteneciente al Sistema Nacional de Servicios de Salud,Hospital,Establecimiento de Salud,Hospital Regional de Coyhaique,Servicio de Salud,Terciario,11101,Coyhaique,SI,Urgencia Hospitalaria (UEH),No Aplica,-45.568399,-72.073423,Público ,Vigente en operación habitual,Alta Complejidad,Atención Cerrada-Hospitalaria
11,Región De Aysén del General Carlos Ibañez del Campo,Perteneciente al Sistema Nacional de Servicios de Salud,Unidad de Procedimientos Móvil ,Unidad de Atención,Clínica Dental Móvil Simple. Pat.  Movil: ZBA-651 ,Servicio de Salud,No Aplica,11101,Coyhaique,NO,No Aplica,No Aplica,-45.567569,-72.073585,Público ,Vigente en operación habitual,No Aplica,Atención Abierta-Ambulatoria
11,Región De Aysén del General Carlos Ibañez del Campo,Perteneciente al Sistema Nacional de Servicios de Salud,Unidad de Procedimientos Móvil ,Unidad de Atención,Mamógrafo Digital - Ecotomógrafo Móvil. Pat. PX1462-2 (SS Aysén),Servicio de Salud,No Aplica,11101,Coyhaique,NO,No Aplica,No Aplica,-45.567569,-72.073585,Público ,Vigente en operación habitual,No Aplica,Atención Abierta-Ambulatoria
11,Región De Aysén del General Carlos Ibañez del Campo,Perteneciente al Sistema Nacional de Servicios de Salud,Unidad de Salud Funcionarios ,Unidad de Atención,Unidad de Salud Funcionario  S.S Aisén,Servicio de Salud,Secundario,11101,Coyhaique,NO,No Aplica,No Aplica,-45.567569,-72.073585,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
11,Región De Aysén del General Carlos Ibañez del Campo,Perteneciente al Sistema Nacional de Servicios de Salud,Dirección Servicio de Salud,Unidad de Atención,Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Aysén),Servicio de Salud,No Aplica,11101,Coyhaique,NO,No Aplica,No Aplica,-45.567569,-72.073585,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
11,Región De Aysén del General Carlos Ibañez del Campo,Perteneciente al Sistema Nacional de Servicios de Salud,Programa de Reparación y Atención Integral de Salud (PRAIS),Programa de Atención ,PRAIS (S.S Aisén),Servicio de Salud,No Aplica,11101,Coyhaique,NO,No Aplica,No Aplica,-45.567569,-72.073585,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
11,Región De Aysén del General Carlos Ibañez del Campo,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,Centro Clínico Militar Coyhaique,Fuerzas Armadas y de Orden (FFAA),Secundario,11101,Coyhaique,NO,No Aplica,No Aplica,-45.565254,-72.06796,Fuerzas Armadas y de Orden,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
11,Región De Aysén del General Carlos Ibañez del Campo,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,Instituto Teletón Aysén,Privado,Secundario,11101,Coyhaique,NO,No Aplica,No Aplica,-45.564525,-72.074413,Privado,Vigente en operación habitual,Mediana Complejidad,Atención Abierta-Ambulatoria
11,Región De Aysén del General Carlos Ibañez del Campo,No perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Privado,Establecimiento de Salud,Centro de Salud Mutual CChC Puerto Chacabuco,Privado,Secundario,11201,Aisén,NO,No Aplica,No Aplica,-45.461797,-72.818164,Privado,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
11,Región De Aysén del General Carlos Ibañez del Campo,Perteneciente al Sistema Nacional de Servicios de Salud,Centro Comunitario de Salud Familiar (CECOSF),Establecimiento de Salud,Centro Comunitario de Salud Familiar Puerto Chacabuco,Servicio de Salud,Primario,11201,Aisén,NO,No Aplica,No Aplica,-45.461686,-72.816539,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
11,Región De Aysén del General Carlos Ibañez del Campo,Perteneciente al Sistema Nacional de Servicios de Salud,Centro Comunitario de Salud Familiar (CECOSF),Establecimiento de Salud,Centro Comunitario de Salud Familiar Ribera Sur,Servicio de Salud,Primario,11201,Aisén,NO,No Aplica,No Aplica,-45.41131,-72.69291,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
11,Región De Aysén del General Carlos Ibañez del Campo,Perteneciente al Sistema Nacional de Servicios de Salud,Hospital,Establecimiento de Salud,Hospital de Puerto Aysén,Servicio de Salud,Terciario,11201,Aisén,SI,Urgencia Hospitalaria (UEH),No Aplica,-45.408518,-72.683815,Público ,Vigente en operación habitual,Mediana Complejidad,Atención Cerrada-Hospitalaria
11,Región De Aysén del General Carlos Ibañez del Campo,No perteneciente al Sistema Nacional de Servicios de Salud,Clínica,Establecimiento de Salud,Clínica de Trabajador AChS,Privado,No Aplica,11201,Aisén,NO,No Aplica,No Aplica,-45.407546,-72.684468,Privado,Vigente en operación habitual,Pendiente,Atención Abierta-Ambulatoria
11,Región De Aysén del General Carlos Ibañez del Campo,Perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Familiar (CESFAM),Establecimiento de Salud,Centro de Salud Familiar Puerto Aysen,Servicio de Salud,Primario,11201,Aisén,NO,No Aplica,No Aplica,-45.405278,-72.702222,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
11,Región De Aysén del General Carlos Ibañez del Campo,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Villa Ortega,Servicio de Salud,Primario,11101,Coyhaique,NO,No Aplica,No Aplica,-45.37192,-71.99313,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
11,Región De Aysén del General Carlos Ibañez del Campo,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Ñirehuao,Servicio de Salud,Primario,11101,Coyhaique,NO,No Aplica,No Aplica,-45.26776,-71.71719,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
11,Región De Aysén del General Carlos Ibañez del Campo,Perteneciente al Sistema Nacional de Servicios de Salud,Centro Comunitario de Salud Familiar (CECOSF),Establecimiento de Salud,Centro Comunitario de Salud Familiar  Villa Mañihuales,Servicio de Salud,Primario,11201,Aisén,NO,No Aplica,No Aplica,-45.17201,-72.14587,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
11,Región De Aysén del General Carlos Ibañez del Campo,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Puerto Aguirre,Servicio de Salud,Primario,11201,Aisén,NO,No Aplica,No Aplica,-45.16343,-73.52313,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
11,Región De Aysén del General Carlos Ibañez del Campo,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Caleta Andrade,Servicio de Salud,Primario,11201,Aisén,NO,No Aplica,No Aplica,-45.15335,-73.51016,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
11,Región De Aysén del General Carlos Ibañez del Campo,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural El Gato,Servicio de Salud,Primario,11101,Coyhaique,NO,No Aplica,No Aplica,-45.14893,-71.87475,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
11,Región De Aysén del General Carlos Ibañez del Campo,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Villa Amengual,Servicio de Salud,Primario,11102,Lago Verde,NO,No Aplica,No Aplica,-44.74812,-72.21031,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
11,Región De Aysén del General Carlos Ibañez del Campo,Perteneciente al Sistema Nacional de Servicios de Salud,Hospital,Establecimiento de Salud,Hospital Dr. Jorge Ibar Bruce (Cisnes),Servicio de Salud,Pendiente,11202,Cisnes,SI,Urgencia Hospitalaria (UEH),No Aplica,-44.72603,-72.68078,Público ,Vigente en operación habitual,Baja Complejidad,Atención Cerrada-Hospitalaria
11,Región De Aysén del General Carlos Ibañez del Campo,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural La Tapera,Servicio de Salud,Primario,11102,Lago Verde,NO,No Aplica,No Aplica,-44.6443,-71.67117,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
11,Región De Aysén del General Carlos Ibañez del Campo,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Puyuhuapi,Servicio de Salud,Primario,11202,Cisnes,NO,No Aplica,No Aplica,-44.32358,-72.5573,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
11,Región De Aysén del General Carlos Ibañez del Campo,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Isla Toto,Servicio de Salud,Primario,11202,Cisnes,NO,No Aplica,No Aplica,-44.25715,-73.208813,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
11,Región De Aysén del General Carlos Ibañez del Campo,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Lago Verde,Servicio de Salud,Primario,11102,Lago Verde,NO,No Aplica,No Aplica,-44.24014,-71.8513,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
11,Región De Aysén del General Carlos Ibañez del Campo,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Melimoyu,Servicio de Salud,Primario,11202,Cisnes,NO,No Aplica,No Aplica,-44.10994,-73.11775,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
11,Región De Aysén del General Carlos Ibañez del Campo,Perteneciente al Sistema Nacional de Servicios de Salud,Centro de Salud Familiar (CESFAM),Establecimiento de Salud,Centro de Salud Familiar La Junta,Servicio de Salud,Primario,11202,Cisnes,NO,No Aplica,No Aplica,-43.97125,-72.40613,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
11,Región De Aysén del General Carlos Ibañez del Campo,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Melinka,Servicio de Salud,Primario,11203,Guaitecas,NO,No Aplica,No Aplica,-43.896661,-73.745897,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
11,Región De Aysén del General Carlos Ibañez del Campo,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Raúl Marín Balmaceda,Servicio de Salud,Primario,11202,Cisnes,NO,No Aplica,No Aplica,-43.773497,-72.954818,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
10,Región De Los Lagos,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural El Malito,Municipal,Primario,10404,Palena,NO,No Aplica,No Aplica,-43.61861,-72.00663,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
10,Región De Los Lagos,Perteneciente al Sistema Nacional de Servicios de Salud,Hospital,Establecimiento de Salud,Hospital de Palena,Servicio de Salud,Pendiente,10404,Palena,SI,Urgencia Hospitalaria (UEH),No Aplica,-43.61765,-71.80821,Público ,Vigente en operación habitual,Baja Complejidad,Atención Cerrada-Hospitalaria
10,Región De Los Lagos,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural Puerto Ramírez,Municipal,Primario,10404,Palena,NO,No Aplica,No Aplica,-43.481403,-72.128405,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
10,Región De Los Lagos,Perteneciente al Sistema Nacional de Servicios de Salud,Posta de Salud Rural (PSR),Establecimiento de Salud,Posta de Salud Rural El Frío o Santa Lucía,Municipal,Primario,10401,Chaitén,NO,No Aplica,No Aplica,-43.41555,-72.36728,Público ,Vigente en operación habitual,Baja Complejidad,Atención Abierta-Ambulatoria
